年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號
111, BBF0364102TP,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, 特浦餵食引導器(未滅菌)-幫浦用TOP FEEDING TUBE ACCESSORIES (NON-STERILE)-PUMP SET,64102, 組,100.0,台灣特浦,衛部醫器製壹字第007760號
111, BBF03E1002M6,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, 宇仁餵食引導器(未滅菌)-餵食袋IMM FEEDING TUBE ACCESSORIES(NON-STERILE)-PUMP SET,EN1002(EN1002S自1050701生效), 組,100.0,宇仁,衛部醫器製壹字第004886號
111, BBF03E114M98,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG," ""麥科田"" 灌食幫浦-腸內供給組合""MEDCAPTAIN"" ENTERAL FEEDING PUMP-ENTERAL GIVING SET",E114M0115, 組,100.0,宏昱,衛部醫器陸輸字第001201號
111, BBF0373006KD,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG," KENDALL KANGAROO ENTERAL FEEDING PUMP SETS*""肯特利""袋鼠灌食機用套組",8884-773006, SET,100.0,科舉,衛署醫器輸字第013588號
111, BBF0373622KD,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG," ""KENDALL""KANGAROO 924 PUMP SETS""肯特利""袋鼠灌食機用套組",673622;672027, SET,100.0,科舉,衛署醫器輸字第021042號
111, BBF0351945KG,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, “卡比”愛普仕管灌餵食管袋組合套“KABI” APPLIX SMART/VISION PUMP SET,7751945, 組,100.0,費森尤斯卡比,衛部醫器陸輸字第001155號
111, BBF0377508KG,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, “卡比”艾美嘉管灌營養袋餵食管“KABI” AMIKA PUMP SET,7751908, 組,100.0,費森尤斯卡比,衛部醫器輸字第031948號
111, BBF0377512KG,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, APPLIX SMART/VISION PUMP SET BAG愛普仕管灌餵食管袋組合套*適應症請見備註欄,7751712, SET,100.0,費森尤斯卡比,衛署醫器輸字第023389號
111, BBF0377519KG,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, “卡比”艾美嘉管灌營養袋餵食管“KABI” AMIKA PUMP SET,7751908, 組,100.0,費森尤斯卡比,衛部醫器陸輸字第001156號
111, BBF0377545KG,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, “卡比”愛普仕管灌餵食管袋組合套“KABI” APPLIX SMART/VISION PUMP SET,7751945, 組,100.0,費森尤斯卡比,衛部醫器輸字第032248號
111, BBF03F1200SG,BBF03,FEEDING PUMP SET/WITH TUBE/WITH BAG, FEEDING PUMP SET※適應症請見備註欄,FB1200, EA,100.0,聯和,衛署醫器製壹字第001499號
111, BBF03FB030P2,BBF03,GRAVITY FEEDING SET/WITH TUBE/WITH BAG," ""PAHSCO""FEEDING BAG雙袋重力式餵食袋*適應症請見備註欄",FB030(FB030自102年5月1日起刪除;M07030;M07033;自102年5月1日起生效), EA,72.0,太平洋,衛署醫器製字第001378號
111, BBF03FB600P2,BBF03,GRAVITY FEEDING SET/WITH TUBE/WITH BAG, PAHSC0 FEEDING BAG 重力式 600ML*適應症請見備註欄,FB600(FB600自102年5月1日起刪除;M07521;M07522;自102年5月1日起生效), EA,72.0,太平洋,衛署醫器製字第001378號
111, BBF0364101TP,BBF03,GRAVITY FEEDING SET/WITH TUBE/WITH BAG, 特浦餵食引導器(未滅菌)-重力式餵食袋TOP FEEDING TUBE ACCESSORIES (NON-STERILE),64101, 個,72.0,台灣特浦,衛部醫器製壹字第007760號
111, BBF03E2002M6,BBF03,GRAVITY FEEDING SET/WITH TUBE/WITH BAG, 宇仁餵食引導器 (未滅菌)-重力式餵食袋IMM FEEDING TUBE ACCESSORIES(NON-STERILE),EN2002, 個,72.0,宇仁,衛部醫器製壹字第004886號
111, BBF03FB120SG,BBF03,GRAVITY FEEDING SET/WITH TUBE/WITH BAG, “十美牌”餵食引導器 (未滅菌)-重力式餵食袋“SIGMA”FEED TUBE GUIDE (NON-STERILE),FB1200(自1080101型號變更為FG1200), 條,72.0,聯和,衛署醫器製壹字第001499號
111, BBP011680NA5,BBP01,封口小於70MM/含不織布, YOUCARE C 14:59MM*限住院患者使用,16801:16807, EA,25.1,和豐,衛署醫器輸壹字第001977號
111, BBP0100070CA,BBP01,封口小於70MM/含不織布, POST OPERATION OPEN TRANSPARENT BAG 康便舒手術後便袋*限住院患者申報,6818, EA,25.1,康樂保,衛署醫器輸壹字第009019號
111, BBP0400315DD,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞, ONE PIECE SOLO MINI DRAINABLE POUCH 15:50MM(含人工皮、不織布)※限住院患者申報,315-15;316-15, EA,49.0,佳醫,衛署醫器輸壹字第002290號
111, BBP0403250HL,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-開口便袋 (含人工皮、不織布)""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-POST OPERATION COMPACT DRAINABLE POUCH  (INCLUDING SKIN BARRIER， NONWOVEN)",3250, EA,49.0,佳醫,衛署醫器輸壹字第007768號
111, BBP0408511HL,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""鶴牌""造口術用袋及其附件(未滅菌)-單片墊高式便袋(含人工皮""不織布)""HOLLISTER"" OSTOMY POUCH AND ACCESSORIES(NON-STERILE)-PREMIER ONE-PIECE DRAINABLE OSTOMY(INCLUDING SKIN BARRIER， NONWOVEN)",8511;8512;8513;8514;8624;8628;86211, 片,49.0,佳醫,衛署醫器輸壹字第007768號
111, BBP0408531HL,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," 鶴牌造口術用袋及其附件 (未滅菌)-單片黏捲式便袋(含人工皮、不織布)""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-PREMIER DRAINABLE POUCH (INCLUDING SKIN BARRIER， NONWOVEN)",8531, EA,49.0,佳醫,衛署醫器輸壹字第007768號
111, BBP0408631HL,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""鶴牌""造口術用袋及其附件(未滅菌)-單片附紙膠型便袋(含人工皮""不織布)""HOLLISTER""OSTOMY POUCH AND ACCESSORIES(NON-STERILE)-PREMIER DRAINABLE POUCH (INCLUDING SKIN BARRIER， NONWOVEN)",8631, EA,49.0,佳醫,衛署醫器輸壹字第007768號
111, BBP0426064HL,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-單片式便袋附除臭片(含人工皮、不織布)""HOLLISTER"" OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-ONE PIECE HIGH OUTPUT WITH FLEXTEND， SKIN BARRIER AND SOFT DRAIN TAP (INCLUDING SKIN BARRIER， NONWOVEN)",26064, EA,49.0,佳醫,衛署醫器輸壹字第007768號
111, BBP0413351A5,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞, POSPACK-B、K 60，70MM*限住院患者申報,13351;13361, EA,49.0,和豐,衛署醫器輸壹字第001977號
111, BBP0415021A5,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞, POSPACK B 60MM※限住院患者使用,15021, EA,49.0,和豐,衛署醫器輸壹字第001977號
111, BBP0416771A5,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞, YOUCARE D 14:59MM*限住院患者使用,16771, EA,49.0,和豐,衛署醫器輸壹字第001977號
111, BBP0416781A5,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""愛樂康""造口術用袋及其附件(未滅菌)_優護1D開口便袋""ALCARE"" OSTOMY POUCH AND ACCESSORIES(NON-STERILE)_YOUCARE D",16781, EA,49.0,和豐,衛署醫器輸壹字第001977號
111, BBP0400718F4,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""CONVATEC""ESTEEM POUCH(NON-STERILE)""康威""新優穩造口袋-單片(含人工皮、不織布 )(未滅菌)*適應症請見備註欄",416718, EA,49.0,康威特,衛署醫器輸壹字第010860號
111, BBP0421615F4,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""康威"" 新優穩舒柔單片墊高式造口袋 (未滅菌)-便袋*限住院患者申報""CONVATEC"" ESTEEM + FLEX CONVEX POUCH (NON-STERILE)-OSTOMY POUCH",422159;421615;421619, 片,49.0,康威特,衛部醫器輸壹字第017367號
111, BBP0422771F4,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""Convatec""ACTIVE LIFE ONE-PIECE DRAINABLE POUCH(Non-sterile) 19/64MM""康威""愛得富單片式造口袋(未滅菌)*限住院患者申報。",22771, EA,49.0,康威特,衛署醫器輸壹字第002562號
111, BBP0401902CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞, “康樂保”造口術用袋及其附件(未滅菌):單片式術後便袋(含人工皮+不織布)“COLOPLAST” OSTOMY POUCH AND ACCESSORIES (NON-STERILE),19020, 個,49.0,康樂保,衛部醫器陸輸壹字第003790號
111, BBP0410458CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""康樂保""善舒樂密優造口術用袋及其附件(未滅菌)""COLOPLAST"" SENSURA MIO OSTOMY POUCH AND ACCESSORIES (NON-STERILE)",10458;16406;16435, 個,49.0,康樂保,衛部醫器輸壹字第020575號
111, BBP0413860CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""COLOPLAST""ALTERNA OSTOMY POUCH AND ACCESSORIES(NON-STERILE)""康樂保""愛特大造口術用袋及其附件(未滅菌)*限住院患者申報。",13860, EA,49.0,康樂保,衛署醫器輸壹字第009020號
111, BBP0415570CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""COLOPLAST""SENSURA OSTOMY POUCH AND ACCESSORIES(NON-STERILE)善舒樂造口術用袋及其附件*給付規定請見備註欄",15570, EA,49.0,康樂保,衛署醫器輸壹字第007838號
111, BBP0415696CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞, “康樂保”善舒樂造口術用袋及其附件(未滅菌)“COLOPLAST”SENSURA OSTOMY POUCH AND ACCESSORIES(NON-STERILE),15696, 片,49.0,康樂保,衛署醫器輸壹字第007838號
111, BBP0418690CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""康樂保""善舒樂密優造口術用袋及其附件(未滅菌)""COLOPLAST"" SENSURA MIO OSTOMY POUCH AND ACCESSORIES (NON-STERILE)",18690, 個,49.0,康樂保,衛部醫器輸壹字第020286號
111, BBP0459850CA,BBP04,ONE　PIECE便袋﹝含人工皮、不織布﹞," ""康樂保""愛特大造口術用袋及其附件(未滅菌):單片式便袋(含人工皮+不織布)“Coloplast”Alterna Ostomy pouch and accessories (Non-Sterile)",5985, EA,49.0,康樂保,衛署醫器輸壹字第009020號
111, BBP0400818DD,BBP04,ONE PIECE便袋﹝含人工皮﹞, SOLO DRAINABLE POUCHES(NON-STERILE) 10-40MM*限住院患者申報,818-10, EA,37.6,佳醫,衛署醫器輸壹字第002290號
111, BBP0407650HL,BBP04,ONE PIECE便袋﹝含人工皮﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-單片附人造皮便袋 (含人工皮)""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-STONINAL ONE PIECE POUCH 51MM (INCLUDING SKIN BARRIER)",7650, EA,37.6,佳醫,衛署醫器輸壹字第007768號
111, BBP0412501A5,BBP04,ONE PIECE便袋, LAPACK SUPER-G 人工肛門袋 G80*限住院患者申報,12501, EA,10.6,和豐,衛署醫器輸壹字第001977號
111, BBP0412502A5,BBP04,ONE PIECE便袋, LAPACK SUPER-G 人工肛門袋 G100*限住院患者申報,12502, EA,10.6,和豐,衛署醫器輸壹字第001977號
111, BBP0412511A5,BBP04,ONE PIECE便袋, LAPACK SUPER-C 100 人工肛門封口便袋*限住院患者申報,12511, EA,10.6,和豐,衛署醫器輸壹字第001977號
111, BBP0420922F4,BBP04,ONE PIECE便袋﹝小兒﹞," ""ConvatecTec ""Little Ones Pouch(non-sterile)-ONE PIECE POUCH WITH SKIN BARRIER ""康威""幼兒造口袋-單片式造口袋*限住院患者申報。",20922, EA,44.2,康威特,衛署醫器輸壹字第006066號
111, BBP0480020CA,BBP04,ONE PIECE便袋﹝小兒﹞," ""康樂保""愛特大造口術用袋及其附件 (未滅菌):單片式便袋(幼兒)“Coloplast”Alterna Ostomy pouch and accessories (Non-Sterile)",8002, EA,44.2,康樂保,衛署醫器輸壹字第009020號
111, BBP041503NA5,BBP04,ONE　PIECE/LIGHT人工皮+不織布, POSPACK LIGHT 60MM※限住院患者使用,15031:15037, EA,34.0,和豐,衛署醫器輸壹字第001977號
111, BBP0403802HL,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-中央點鎖透明可引流便袋""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-DRAINABLE POUCH 44MM",3802, EA,30.7,佳醫,衛署醫器輸壹字第007768號
111, BBP0403807HL,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""鶴牌""造口術用袋及其附件(未滅菌)-中央點鎖便袋""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-CENTERPOINTLOCK DRAINABLE POUCH*限住院患者申報",3807, EA,30.7,佳醫,衛署醫器輸壹字第007768號
111, BBP0403857HL,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-中央點鎖式兩式便袋""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-OSTOMY TWO-PIECE WITH TRANSPARENT 57MM",3803;3804, EA,30.7,佳醫,衛署醫器輸壹字第007768號
111, BBP0418012HL,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-新象高流量便袋""HOLLISTER"" OSTOMY POUCH AND ACCESSORIES(NON-STERILE)-NEW IMAGE HIGH OUTPUT ULTRA CLEAR DRAINABLE POUCH",18012;18013;18014, EA,30.7,佳醫,衛署醫器輸壹字第007768號
111, BBP0418102HL,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-新象便袋""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-NEW IMAGE DRAINABLE POUCH 2 PIECE 44:70MM",18102:18104, EA,30.7,佳醫,衛署醫器輸壹字第007768號
111, BBP0418192HL,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-新象便袋附除臭片""HOLLISTER"" OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-NEW IMAGE LOCK’N ROLL DRAINABLE POUCH， TRANSPARENT WITH FILTER",18192;18193;18194, EA,30.7,佳醫,衛署醫器輸壹字第007768號
111, BBP0412134A5,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞, PROCARE-2 DRAINABLE POUCH 70MM*限住院患者申報,12134, EA,30.7,和豐,衛署醫器輸壹字第001977號
111, BBP041662NA5,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞, YOUCARE 2 POUCH D 優護二件式開口便袋*限住院患者使用,16621:16622, EA,30.7,和豐,衛署醫器輸壹字第001977號
111, BBP041776NA5,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""愛樂康"" 造口術用袋及其附件(未滅菌)-優護二件式開口便袋*限住院患者申報""ALCARE"" OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-YOUCARE 2P TDF",17761;17762;17763, 片,30.7,和豐,衛署醫器輸壹字第001977號
111, BBP041827NA5,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""愛樂康"" 造口術用袋及其附件 (未滅菌)-兩件式造口開口便袋*限住院患者申報""ALCARE"" OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-CELLCARE-2 DF(4-49MM)",18271;18272, 片,30.7,和豐,衛署醫器輸壹字第001977號
111, BBP0120695F4,BBP01,TWO PIECE便袋﹝小於(含)70MM﹞," ""康威""益舒穩大容量造口袋 (未滅菌)""CONVATEC"" NATURA HIGH OUTPUT POUCH (NON-STERILE)",420695, 片,30.7,康威特,衛部醫器輸壹字第013750號
111, BBP0120696F4,BBP01,TWO PIECE便袋﹝小於(含)70MM﹞," ""康威""益舒穩大容量造口袋 (未滅菌)""CONVATEC"" NATURA HIGH OUTPUT POUCH (NON-STERILE)",420696, 片,30.7,康威特,衛部醫器輸壹字第013750號
111, BBP0120697F4,BBP01,TWO PIECE便袋﹝小於(含)70MM﹞," ""康威""益舒穩大容量造口袋 (未滅菌)""CONVATEC"" NATURA HIGH OUTPUT POUCH (NON-STERILE)",420697, 片,30.7,康威特,衛部醫器輸壹字第013750號
111, BBP0400414F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""CONVATEC""NATURA POUCH(NON-STERILE)""康威""益舒穩造口袋-雙片式透明開口便袋38-70MM(未滅菌)*適應症請見備註欄",416414;416416;416419;416422, EA,30.7,康威特,衛署醫器輸壹字第010862號
111, BBP0400415F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""CONVATEC""NATURA POUCH(NON-STERILE)""康威""益舒穩造口袋-雙片式不透明開口便袋38-57MM(未滅菌)*適應症請見備註欄",416415;416417;416420, EA,30.7,康威特,衛署醫器輸壹字第010862號
111, BBP0400795F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""CONVATEC""ESTEEM SYNERGY POUCH(NON-STERILE)""康威""新易優穩造口袋-雙片式透明開口35-61MM(未滅菌)*適應症請見備註欄",416795;416798;416901, EA,30.7,康威特,衛署醫器輸壹字第010861號
111, BBP0401512F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""Convatec""SUR-FIT NATURA POUCH(Non-Sterile)""康威""新舒穩雙片式造口袋(未滅菌)*限住院患者申報",401501:401503;401511:401514, EA,30.7,康威特,衛署醫器輸壹字第002932號
111, BBP0401927F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""ConvaTec ""Little Ones Pouch(non-sterile)- 2 PIECE TRANSPARENT DRAINABLE POUCH ""康威""幼兒造口袋-雙片式開口便袋*限住院患者申報",401927;401928, EA,30.7,康威特,衛署醫器輸壹字第006066號
111, BBP0405403F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""CONVATEC""ESTEEMSYNERGY DRAINABLE POUCH TRANSPARENT 35/48/61MM雙片式造口袋*限住院患者申報",405403:405405, EA,30.7,康威特,衛署醫器輸壹字第000264號
111, BBP0409243F4,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""CONVATEC""ESTEEMSYNERGY CLOSE POUCH TRANSPARENT35/48/61MM雙片式造口袋*限住院患者申報",409243:409245, EA,30.7,康威特,衛署醫器輸壹字第000264號
111, BBP0401905CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞, “康樂保”造口術用袋及其附件(未滅菌):高流量便袋“COLOPLAST” OSTOMY POUCH AND ACCESSORIES (NON-STERILE),19052, 個,30.7,康樂保,衛部醫器陸輸壹字第003790號
111, BBP0410384CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""康樂保""善舒樂造口術用袋及其附件(未滅菌)：雙片式便袋(造口≦70mm)“Coloplast”SenSura Ostomy Pouch and Accessories (Non-Sterile)",10164:10166;10364:10366;10184:10186;10384:10386, EA,30.7,康樂保,衛署醫器輸壹字第007838號
111, BBP0410387CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""康樂保""善舒樂造口術用袋及其附件(未滅菌)""COLOPLAST"" SENSURA OSTOMY POUCH AND ACCESSORIES (NON-STERILE)",10387, 個,30.7,康樂保,衛署醫器輸壹字第007838號
111, BBP0411433CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""康樂保""善舒樂密優造口術用袋及其附件(未滅菌):雙片式便袋(造口≦70MM)""COLOPLAST"" SENSURA MIO OSTOMY POUCH AND ACCESSORIES (NON-STERILE)",11433;11444;11453;11457, 個,30.7,康樂保,衛部醫器輸壹字第020575號
111, BBP0413984CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""康樂保""愛特大造口術用袋及其附件(未滅菌):雙片式便袋(造口≦70mm)“Coloplast”Alterna Ostomy pouch and accessories (Non-Sterile)",13974:13976;13984:13986, EA,30.7,康樂保,衛署醫器輸壹字第009020號
111, BBP0416960CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞," ""康樂保""愛特大造口術用袋及其附件(未滅菌):腸造口雙片式便袋(造口≦70mm)“Coloplast”Alterna Ostomy pouch and accessories (Non-Sterile)",1696;1697;1698, EA,30.7,康樂保,衛署醫器輸壹字第009020號
111, BBP0418612CA,BBP04,TWO PIECE便袋﹝小於(含)70MM﹞, “康樂保”造口術用袋及其附件(未滅菌)“COLOPLAST” OSTOMY POUCH AND ACCESSORIES (NON-STERILE),18612；18612;(18610;18611;18612;18613自1101101起生效), 個,30.7,康樂保,衛部醫器陸輸壹字第003790號
111, BBP0403806HL,BBP04,TWO PIECE便袋﹝大於70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-中央點鎖透明可引流便袋""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-DRAINABLE POUCH 102MM",3806, EA,28.3,佳醫,衛署醫器輸壹字第007768號
111, BBP0418006HL,BBP04,TWO PIECE便袋﹝大於70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-新象便袋""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-NEW IMAGE LOCK'N ROLL DRAINABLE POUCH 102MM",18006, EA,28.3,佳醫,衛署醫器輸壹字第007768號
111, BBP0418016HL,BBP04,TWO PIECE便袋﹝大於70MM﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-新象高流量便袋""HOLLISTER"" OSTOMY POUCH AND ACCESSORIES (NON-STERILE) -NEW IMAGE HIGH OUTPUT ULTRA CLEAR DRAINABLE POUCH",18016, EA,28.3,佳醫,衛署醫器輸壹字第007768號
111, BBP0400472F4,BBP04,TWO PIECE便袋﹝大於70MM﹞," ""CONVATEC""NATURA POUCH(NON-STERILE)""康威""益舒穩造口袋-雙片式透明開口便袋100MM(未滅菌)*適應症請見備註欄",416472, EA,28.3,康威特,衛署醫器輸壹字第010862號
111, BBP0401515F4,BBP04,TWO PIECE便袋﹝大於70MM﹞," ""Convatec""SUR-FIT NATURA POUCH(Non-Sterile)""康威""新舒穩雙片式造口袋(未滅菌)*限住院患者申報",401515, EA,28.3,康威特,衛署醫器輸壹字第002932號
111, BBU0103944HL,BBU01,造口術用尿袋﹝含人工皮﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-中央點鎖式透明尿袋 (含人工皮)""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-CENTER POINT LOCK UROSTOMY POUCH (INCLUDING SKIN BARRIER)",3902:3904, EA,88.5,佳醫,衛署醫器輸壹字第007768號
111, BBU0108460HL,BBU01,造口術用尿袋﹝含人工皮﹞," ""鶴牌""造口術用袋及其附件 (未滅菌)-單片人工皮附紙膠型尿袋(含人工皮)""HOLLISTER""OSTOMY POUCH AND ACCESSORIES (NON-STERILE)-PREMIER UROSTOMY POUCH (INCLUDING SKIN BARRIER)",8460, EA,88.5,佳醫,衛署醫器輸壹字第007768號
111, BBU0112451A5,BBU01,造口術用尿袋﹝含人工皮﹞, BIOURINE-B 50MM*限住院患者申報,12451;12481, EA,88.5,和豐,衛署醫器輸壹字第001977號
111, BBU0114201A5,BBU01,造口術用尿袋﹝含人工皮﹞, YOUCARE U優護一件式尿袋*限住院患者使用,12351;14201:14205, EA,88.5,和豐,衛署醫器輸壹字第001977號
111, BBU011640NA5,BBU01,造口術用尿袋﹝含人工皮﹞," ""愛樂康""造口術用袋及其附件(未滅菌)""ALCARE"" OSTOMY POUCH AND ACCESSORIES (NON-STERILE)",16401;16402;16403;16404;16405;16406;16407, 片,88.5,和豐,衛署醫器輸壹字第001977號
111, BBU0121623F4,BBU01,造口術用尿袋﹝含人工皮﹞," ""康威"" 新優穩舒柔單片墊高式造口袋 (未滅菌)-尿袋*限住院患者申報""CONVATEC"" ESTEEM + FLEX CONVEX POUCH (NON-STERILE)-URO POUCH(NON-STERILE)-OSTOMY POUCH",421623, 片,88.5,康威特,衛部醫器輸壹字第017367號
111, BBU0164927F4,BBU01,造口術用尿袋﹝含人工皮﹞," ""CONVATEC""ACTIVE LIFE ONE-PIECE UROSTOMY POUCH (Non-sterile)19:45MM""康威""愛得富單片式造口袋(未滅菌)單片式尿袋*限住院患者申報。",64927;64928, EA,88.5,康威特,衛署醫器輸壹字第002562號
111, BBU0110586CA,BBU01,造口術用尿袋﹝含人工皮﹞," ""康樂保""善舒樂密優造口術用袋及其附件(未滅菌)""COLOPLAST"" SENSURA MIO OSTOMY POUCH AND ACCESSORIES(NON-STERILE)",10586;16810;16837, 個,88.5,康樂保,衛部醫器輸壹字第020575號
111, BBU0111803CA,BBU01,造口術用尿袋﹝含人工皮﹞," ""COLOPLAST""SENSURA OSTOMY POUCH AND ACCESSORIES(NON-STERILE)-UROSTOMY BAGS""康樂保""善舒樂造口術用袋及其附件(未滅菌)-尿造口袋*給付規定見備註欄",11803, EA,88.5,康樂保,衛署醫器輸壹字第007838號
111, BBU0155850CA,BBU01,造口術用尿袋﹝含人工皮﹞," ""康樂保""愛特大造口術用袋及其附件(未滅菌):尿袋(含人工皮)“Coloplast”Alterna Ostomy pouch and accessories (Non-Sterile)",5585, EA,88.5,康樂保,衛署醫器輸壹字第009020號
